Scientific Name,#Occurrences
reithrodontomys raviventris,74
rhinolophus denti,74
scotoecus hirundo,74
scottimus kellamorum,74
thallomys paedulcus,74
ziphius cavirostris,74
acritoparamys francesi,73
alticola lemminus,73
cavia aperea,73
centetodon aztecus,73
cimexomys gratus,73
lambertocyon sp,73
lepus europaeus,73
merycoidodon sp,73
microtus kamtschaticus,73
nephelomys levipes,73
paraxerus cepapi,73
sciuravid sp,73
sturnira sp.,73
urocitellus parryii,73
andinomys edax,72
cyclopes didactylus,72
nannippus retrusus,72
otocyon megalotis,72
paradjidaumo hypsodus,72
pareumys grangeri,72
sekeetamys calurus,72
thomomys sp.,72
centurio senex,71
geocapromys ingrahami,71
histiotus macrotus,71
kobus ellipsiprymnus,71
phoca hispida,71
scaphohippus sumani,71
sorex pribilofensis,71
vespertilio murinus,71
ardops nichollsi,70
cystophora cristata,70
euderma maculatum,70
globicephala melaena,70
megaloceros giganteus,70
monodelphis dimidiata,70
oenomys hypoxanthus,70
phenacolemur jepseni,70
sorex minutus,70
sturnira mordax,70
tamias merriami,70
tupaia glis,70
allactaga bullata,69
anourosorex squamipes,69
caenolestes fuliginosus,69
copedelphys sp,69
ctenomys mendocinus,69
eolagurus luteus,69
miacid sp,69
mimon cozumelae,69
neotoma magister,69
phascolarctos cinereus,69
pipistrellus rueppelli,69
scotophilus dinganii,69
caenolestes caniventer,68
cimexomys sp,68
citellus undulatus,68
dasyprocta punctata,68
eidolon helvum,68
galago senegalensis,68
leptonycteris sanborni,68
microcavia australis,68
oecomys roberti,68
oxymycterus delator,68
taurotragus oryx,68
alagomys russelli,67
cynomys parvidens,67
dama dama,67
eucastor lecontei,67
micronycteris nicefori,67
monosaulax pansus,67
myotis peninsularis,67
myotis riparius,67
nannippus tehonensis,67
oryzomys sp.,67
perognathus arenarius,67
pliosaccomys magnus,67
taphozous mauritianus,67
vespertilio superans,67
chironectes minimus,66
equus bautistensis,66
megaerops wetmorei,66
perameles gunnii,66
prodiacodon crustulum,66
propachynolophus maldani,66
pyramios alcootense,66
rodent indet,66
sylvilagus brasiliensis,66
sylvilagus sp,66
artibeus sp.,65
auliscomys micropus,65
cuniculus paca,65
cynodontomys alfi,65
eumops perotis,65
hippotragus niger,65
lignimus transversus,65
nephelomys albigularis,65
ochotona rufescens,65
oryzomys albigularis,65
sturnira magna,65
talpavus nitidus,65
terricola meadensis,65
wyonycteris sp,65
ammotragus lervia,64
aotus trivirgatus,64
capromeryx minor,64
maxomys surifer,64
merychyus sp,64
ourayia uintensis,64
oxyaena sp,64
proheteromys sp,64
synaptomys sp,64
tapirus terrestris,64
vampyrodes caraccioli,64
akodon toba,63
capra ibex,63
gazella granti,63
hipposideros ater,63
macaca fascicularis,63
megaptera novaeangliae,63
melanomys columbianus,63
meniscoessus major,63
otaria byronia,63
palaeolagus haydeni,63
peromyscus beatae,63
pteronotus suapurensis,63
sorex neomexicanus,63
thrichomys apereoides,63
apatemys sp,62
castillomys crusafonti,62
chinchillula sahamae,62
damaliscus lunatus,62
epomops buettikoferi,62
inia geoffrensis,62
mookomys thrinax,62
mormoops blainvillii,62
nycteris macrotis,62
pseudotheridomys cuyamensis,62
pteropus giganteus,62
cervus canadensis,61
clethrionomys californicus,61
copemys esmeraldensis,61
hipposideros cyclops,61
leporine sp,61
machairodus coloradensis,61
megalagus turgidus,61
microtus guatemalensis,61
mops congicus,61
nyctomys sumichrasti,61
phacochoerus aethiopicus,61
rhinolophus inops,61
tadarida sp.,61
transandinomys talamancae,61
balaenoptera physalus,60
blarina sp.,60
caluromys derbianus,60
choeroniscus godmani,60
cimolestes incisus,60
ctenomys steinbachi,60
dromiciops gliroides,60
equus asinus,60
leptotragulus profectus,60
macrophyllum macrophyllum,60
miniopterus inflatus,60
myrmecophaga tridactyla,60
ondatra obscurus,60
oryzomys caliginosus,60
paradjidaumo trilophus,60
pedomys llanensis,60
peromyscus cumberlandensis,60
phenacolemur pagei,60
phyllotis caprinus,60
praomys jacksoni,60
pteropus tonganus,60
rhinolophus swinnyi,60
saguinus oedipus,60
spalax ehrenbergi,60
tachyglossus aculeatus,60
tachyoryctes splendens,60
tragelaphus scriptus,60
zygodontomys seorsus,60
alluvisorex galushai,59
cebus capucinus,59
elephantulus rupestris,59
liodontia furlongi,59
mus domesticus,59
nannodectes simpsoni,59
niviventer niviventer,59
salpingotus michaelis,59
setifer setosus,59
thomomys microdon,59
zaisanamynodon protheroi,59
apodemus draco,58
chiroderma trinitatum,58
epihippus parvus,58
eptesicus pumilus,58
gazella thomsonii,58
holochilus brasiliensis,58
lutreolina crassicaudata,58
metanoiamys fantasmus,58
micronycteris hirsuta,58
mimomys sawrockensis,58
pachyuromys duprasi,58
rattus turkestanicus,58
steno bredanensis,58
viverricula indica,58
adapisorex gaudryi,57
aphronorus orieli,57
canis mesomelas,57
chaetodipus lineatus,57
cricetulus barabensis,57
cupidinimus boronensis,57
diceros bicornis,57
ectophylla macconnelli,57
mammuthus columbi,57
mastomys couchi,57
molossus tropidorhynchus,57
neotoma palatina,57
palaeosinopa sp,57
phenacodus vortmani,57
philander andersoni,57
pipistrellus abramus,57
redunca arundinum,57
rhinolophus ferrumequinum,57
rhinophylla fischerae,57
sorex vir,57
therailurus barlowi,57
emballonura raffrayana,56
eothenomys melanogaster,56
geoxus valdivianus,56
litomylus dissentaneus,56
micromys minutus,56
plesiadapis farisi,56
presbytis rubicunda,56
rhipidomys nitela,56
thomomys sp,56
urocitellus mollis,56
agriochoerus guyotianus,55
chrotopterus auritus,55
conepatus leuconotus,55
hippotragus equinus,55
jaculus orientalis,55
lionycteris spurrelli,55
loxodonta africana,55
merycoidodon gracilis,55
otospermophilus beecheyi,55
paciculus dakotensis,55
penthetor lucasi,55
peratherium marsupium,55
perognathus sp,55
phenacolemur simonsi,55
phyllonycteris aphylla,55
pipistrellus kuhlii,55
ragnarok harbichti,55
sarcophilus laniarius,55
taphozous perforatus,55
allactaga elater,54
antilope cervicapra,54
callosciurus orestes,54
citellus parryii,54
crocidura lasiura,54
crocidura sp,54
diacodexis metsiacus,54
didelphid sp,54
ectocion parvus,54
erinaceus europaeus,54
herpetotherium fugax,54
hybomys univittatus,54
leptictis sp,54
leptotragulus medius,54
lepus arcticus,54
maxomys musschenbroekii,54
neotamias ochrogenys,54
ocajila makpiyahe,54
omomys sp,54
paruromys dominator,54
sciurus vulgaris,54
thylamys sponsorius,54
triaenops afer,54
xerus erythropus,54
dasyprocta mexicana,53
epihippus sp,53
hesperocyon gregarius,53
homogalax protapirinus,53
hypolagus parviplicatus,53
knightomys sp,53
meterix latidens,53
miniopterus tristis,53
orcinus orca,53
papio cynocephalus,53
phacochoerus africanus,53
platychoerops daubrei,53
praomys delectorum,53
tolypeutes matacus,53
alcelaphus buselaphus,52
alticola semicanus,52
arctocephalus townsendi,52
emballonura alecto,52
emballonura furax,52
hylobates lar,52
megadontomys cryophilus,52
microgale cowani,52
perognathoides quartus,52
plesiomeryx cadurcensis,52
thomomys potomacensis,52
tuscahomys medius,52
acritohippus stylodontus,51
ateles geoffroyi,51
cryptotis gracilis,51
epomophorus gambianus,51
heptodon calciculus,51
hesperocyon sp,51
ischyromys typus,51
lepus timidus,51
merycochoerus occidentalis,51
merycodus necatus,51
nycteris javanica,51
octodon degu,51
orohippus sp,51
peromyscus perfulvus,51
plecotus austriacus,51
plesiosminthus sabrae,51
pseudadjidaumo stirtoni,51
reithrodontomys zacatecae,51
setonix brachyurus,51
leptomeryx' speciosus,50
acritoparamys atwateri,50
akodon dayi,50
aulophyseter morricei,50
cricetid sp,50
crocidura sibirica,50
habromys lophurus,50
hipposideros cervinus,50
hypolagus furlongi,50
lambdoceras hessei,50
mazama americana,50
microsciurus flaviventer,50
mormopterus minutus,50
necromys sp.,50
neotoma goldmani,50
nycticebus coucang,50
phyllotis gerbillus,50
proechimys echinothrix,50
pseudorca crassidens,50
pteropus neohibernicus,50
sciurus spadiceus,50
sorex sp,50
vampyressa bidens,50
alouatta seniculus,49
canis aureus,49
castor californicus,49
chilonatalus micropus,49
chriacus sp,49
crocidura flavescens,49
crocidura sp.,49
euneomys sp.,49
hipparion forcei,49
holochilus sciureus,49
lagenorhynchus acutus,49
lasiopodomys brandti,49
miniopterus rufus,49
myotis mystacinus,49
neomys fodiens,49
noctilio albiventer,49
oligoryzomys magellanicus,49
paradjidaumo minor,49
phyllops haitiensis,49
rhinolophus eloquens,49
scapanus townsendi,49
sciurus aestuans,49
tonatia brasiliense,49
arctocyon primaevus,48
arvicanthis somalicus,48
carollia benkeithi,48
chaerephon nigeriae,48
crocidura russula,48
dipodomys merriami/ordii,48
harpyionycteris whiteheadi,48
hemiacodon gracilis,48
leptotomus guildayi,48
marmota marmota,48
megalagus sp,48
myotis elegans,48
oryzomys macconnelli,48
palaeolagus subhyopsodus,48
perognathus fasciatus,48
thylamys pusillus,48
akodon spegazzinii,47
esthonyx bisulcatus,47
hitonkala martintau,47
lemur catta,47
macropus titan,47
merychippus primus,47
molossops planirostris,47
rhinolophus alcyone,47
sigmodon leucotis,47
sorex arizonae,47
vulpes fulva,47
acomys dimidiatus,46
aegialomys xantheolus,46
balaenoptera acutorostrata,46
chaerephon major,46
crocidura hildegardeae,46
erophylla santocristobalensis,46
eumys cricetodontoides,46
euryoryzomys legatus,46
hemithlaeus kowalevskianus,46
hyopsodus minor,46
leipsanolestes sp,46
leopardus wiedii,46
lophiodon remensis,46
macropus robustus,46
mastomys hildebrandtii,46
mimatuta morgoth,46
monodon monoceros,46
nasalis larvatus,46
nesokia indica,46
pareumys sp,46
peiolophodon campester,46
pliohippus tehonensis,46
potamochoerus porcus,46
pteropus pumilus,46
rhipidomys leucodactylus,46
steatomys pratensis,46
stephanomys donnezani,46
tetonius matthewi,46
urotrichus talpoides,46
viverravus acutus,46
akodon iniscatus,45
antiacodon sp,45
apodemus speciosus,45
apomys microdon,45
bison bonasus,45
chaetodipus pernix,45
cratogeomys fumosus,45
dryomys nitedula,45
mimon crenulatum,45
paraxerus boehmi,45
proechimys burrus,45
promylagaulus sp,45
rhinolophus subrufus,45
scotorepens greyii,45
suncus madagascariensis,45
thomasomys paramorum,45
delomys sublineatus,44
eumops abrasus,44
hypertragulus sp,44
hypsignathus monstrosus,44
kobus leche,44
macropus giganteus,44
metanoiamys fantasma,44
microtus koreni,44
miniopterus minor,44
mops nanulus,44
oecomys mamorae,44
peromyscus grandis,44
philander mcilhennyi,44
phodopus campbelli,44
sciurid sp,44
spermophilus sp.,44
taphozous georgianus,44
thoopterus nigrescens,44
tomopeas ravus,44
vombatus ursinus,44
anemorhysis pearcei,43
arvicola terrestris,43
cavia tschudii,43
cebus apella,43
cynocephalus volans,43
elephas maximus,43
equus burchellii,43
galea musteloides,43
lagorchestes leporoides,43
macroscelides proboscideus,43
meniscomys hippodus,43
metadjidaumo hendryi,43
mylohyus nasutus,43
notiosorex harrisi,43
orthogeomys heterodus,43
pappogeomys bulleri,43
peromyscus merriami,43
peromyscus oaxacensis,43
promerycochoerus sp,43
pseudocheirus peregrinus,43
reithrodontomys burti,43
repomys gustleyi,43
sciuravus sp,43
sciurus richmondi,43
sorex roboratus,43
stenella frontalis,43
adjidaumo sp,42
aletomeryx occidentalis,42
artiodactyl indet,42
coendou prehensilis,42
dipoides smithi,42
eligmodontia bolsonensis,42
equid sp,42
esthonyx acutidens,42
euneomys chinchilloides,42
galea leucoblephara,42
hylonycteris underwoodi,42
lycaon pictus,42
miacis sp,42
microtus guentheri,42
myotis daubentoni,42
parahippus leonensis,42
peromyscus hylocetes,42
phenacodus primaevus,42
rhipidomys mastacalis,42
scenopagus sp,42
tamias sp,42
tetrameryx irvingtonensis,42
xerospermophilus tereticaudus,42
zaedyus pichiy,42
bison antiquus,41
cervus timorensis,41
cratogeomys goldmani,41
dinohyus hollandi,41
ectypodus sp,41
entoptychus cavifrons,41
epihippus uintensis,41
epomophorus minor,41
gerbillus gerbillus,41
gorilla gorilla,41
herpetotherium valens,41
heteromys anomalus,41
histiotus montanus,41
lemniscomys griselda,41
megaderma spasma,41
pelycodus savagei,41
peromyscus maniculatus/leucopus,41
peromyscus schmidlyi,41
phenacodus bisonensis,41
platalina genovensium,41
pygeretmus pumilio,41
rhinolophus acuminatus,41
spermophilus perotensis,41
tardontia nevadans,41
triplopus sp,41
allodesmus kernensis,40
alouatta pigra,40
apodemus chevrieri,40
dolichorhinus sp,40
eira barbara,40
galago demidoff,40
glauconycteris argentata,40
graphiurus murinus,40
heliosciurus rufobrachium,40
heterohyrax brucei,40
ischyromyid indet,40
leptauchenia major,40
lobodon carcinophagus,40
lonchophylla mordax,40
macropus rufogriseus,40
microtus subterraneus,40
nyctalus noctula,40
ochrotomys nuttali,40
promioclaenus acolytus,40
promops centralis,40
rhinopoma microphyllum,40
sciurus ignitus,40
spurimus scottii,40
sylvicapra grimmia,40
tachyoryctes ruandae,40
taphozous hildegardeae,40
thomasomys hylophilus,40
tragelaphus spekii,40
alluvisorex chassae,39
alouatta palliata,39
alphadon rhaister,39
blarina sp,39
cantius frugivorus,39
chalinolobus gouldii,39
clethrionomys sp.,39
copemys barstowensis,39
cricetomys gambianus,39
cynomops planirostris,39
echinops telfairi,39
eucastor dividerus,39
eumops auripendulus,39
geocapromys brownii,39
harrymys irvini,39
hipposideros obscurus,39
kogia simus,39
lama pacos,39
leopoldamys sabanus,39
macropus eugenii,39
merychippus sp,39
merychyus minimus,39
mus setulosus,39
paramys excavatus,39
phodopus sungorus,39
plesiadapis rex,39
protalphadon foxi,39
rhinoceros sp,39
rhynchiscus naso,39
sciuravus altidens,39
teleoceras sp,39
tylomys watsoni,39
alticola strelzovi,38
arvicola amphibius,38
canid sp,38
castorid sp,38
crocidura hirta,38
ctenomys lewisi,38
dasymys incomtus,38
dendrohyrax arboreus,38
dilophodon leotanus,38
dipodillus mackilligini,38
domnina gradata,38
ectypodus lovei,38
epihippus gracilis,38
erophylla bombifrons,38
hipposideros bicolor,38
jaculus hudsonius,38
leidymys juxtaparvulus,38
lichonycteris obscura,38
marmosa sp.,38
merychyus elegans,38
metanoiamys marinus,38
metechinus marslandensis,38
mimotricentes fremontensis,38
myotis dinellii,38
myotis oxyotus,38
nyctimene albiventer,38
sigmodon sp.,38
stenella clymene,38
abrothrix illuteus,37
archaeohippus mourningi,37
artibeus hartii,37
axis axis,37
callithrix jacchus,37
cervus nippon,37
colobus guereza,37
diprionomys parvus,37
equus sp,37
isthmomys pirrensis,37
leontopithecus rosalia,37
lophostoma silvicolum,37
macaca nemestrina,37
marsupial sp,37
maxomys alticola,37
melomys rubex,37
mephitis macroura,37
microgale talazaci,37
mormopterus albiventer,37
myotis keaysi,37
orycteropus afer,37
peromyscus polius,37
plecotus auritus,37
plecotus mexicanus,37
protospermophilus quatalensis,37
reithrodontomys gracilis,37
scapteromys tumidus,37
talpavus sp,37
tamias obscurus,37
tapirus bairdii,37
ailurus fulgens,36
amynodon sp,36
artibeus fuliginosus,36
arvicola terraenovae,36
bunomys andrewsi,36
chipetaia lamporea,36
dicrostonyx richardsoni,36
entoptychus individens,36
geomys texensis,36
hyracodon nebraskensis,36
lasiurus xanthinus,36
litocranius walleri,36
micropternodus borealis,36
mimoperadectes labrus,36
papio ursinus,36
parotomys littledalei,36
peradectes minutus,36
phenacolemur frugivorus,36
picrodus silberlingi,36
pipistrellus stampflii,36
proheteromys magnus,36
rhinolophus mehelyi,36
sicista betulina,36
sorex lyelli,36
sorex minutissimus,36
teilhardina magnoliana,36
tragelaphus angasi,36
absarokius abbotti,35
alcelaphus lichtensteini,35
alouatta caraya,35
antechinus stuartii,35
apatemys bellus,35
brachylagus coloradoensis,35
chaetodipus spinatus,35
conacodon entoconus,35
copecion davisi,35
cylindrodontid sp,35
damaliscus pygargus,35
eotitanops borealis,35
euphractus sexcinctus,35
handleyomys melanotis,35
haploconus angustus,35
hipposideros erigens,35
irenomys tarsalis,35
leopoldamys edwardsi,35
lestodelphys halli,35
macaca sp.,35
macropus ferragus,35
mazama temama,35
merychippus paniensis,35
merychippus tehachapiensis,35
microtus fortis,35
nanger granti,35
neoplagiaulax sp,35
neotoma fossilis,35
oecomys paricola,35
ourebia ourebi,35
pelycodus ralstoni,35
pipistrellus mimus,35
pipistrellus pipistrellus,35
plesiadapis anceps,35
plesiadapis dubius,35
prodiacodon sp,35
rhinolophus cornutus,35
rousettus leschenaulti,35
sciurus arizonensis,35
sorex mediopua,35
sorex tenellus,35
stylodipus andrewsi,35
tonatia saurophila,35
uncia uncia,35
aethosciurus byatti,34
akodon cursor,34
akodon olivaceus,34
apternodus mediaevus,34
archaeolagus ennisianus,34
arvicanthis nairobae,34
bandicota bengalensis,34
capreolus capreolus,34
carollia perspicilliata,34
chionomys nivalis,34
chiropteran sp,34
cryptotis magna,34
ctenodactylus gundi,34
dasyurus viverrinus,34
dipodillus dasyurus,34
halichoerus grypus,34
herpetotherium sp,34
leptotomus sp,34
madoqua kirkii,34
mesodma pygmaea,34
myocaster coypus,34
myotis blythii,34
necromys lactens,34
omomyid sp,34
oryzomys galapagoensis,34
oxymycterus roberti,34
palaeoryctes sp,34
phenacodus intermedius,34
plagiolophus annectens,34
pteropus hypomelanus,34
pteropus scapulatus,34
rhinosciurus everetti,34
saiga tatarica,34
sorex yukonicus,34
spermophilus alashanicus,34
tapirus sp,34
thalarctos maritimus,34
tragelaphus imberbis,34
allophaiomys guildayi,33
bubalus bubalis,33
callosciurus nigrovittatus,33
carpocristes sp,33
chinchilla laniger,33
chrysocyon brachyurus,33
civettictis civetta,33
conepatus chinga,33
